Year,EPICADome,LawDome,CapeGrim,MaunaLoa,ShetlandIslands
-218426.1,484.0,,,,
-218114.8,476.5,,,,
-217825.3,537.6,,,,
-217542.5,507.6,,,,
-217266.4,488.8,,,,
-216997.6,469.4,,,,
-216733.0,460.5,,,,
-216475.2,495.4,,,,
-216217.9,459.6,,,,
-215816.7,452.7,,,,
-215691.6,445.3,,,,
-215456.1,451.9,,,,
-215216.4,443.1,,,,
-214989.7,454.4,,,,
-214452.4,479.8,,,,
-213964.5,456.9,,,,
-213480.9,505.66666669999995,,,,
-213015.3,568.6,,,,
-212568.5,561.3333332999999,,,,
-212102.3,590.7,,,,
-211638.1,573.6666667000001,,,,
-211179.3,573.2,,,,
-210742.0,585.6666667000001,,,,
-210311.4,583.0,,,,
-209851.5,576.7,,,,
-209400.0,593.2,,,,
-208954.1,579.3333332999999,,,,
-208528.4,558.3,,,,
-208103.3,565.3333332999999,,,,
-207662.6,547.9,,,,
-207202.5,532.3333333,,,,
-206762.9,511.0,,,,
-206403.3,515.0,,,,
-205835.9,504.4,,,,
-205390.3,512.6,,,,
-204902.1,499.2,,,,
-204401.2,487.0,,,,
-203931.5,505.5,,,,
-203425.8,490.0,,,,
-202936.1,487.7,,,,
-202401.2,462.0,,,,
-201846.6,493.0,,,,
-201301.8,435.66666669999995,,,,
-200725.6,489.4,,,,
-200213.0,466.3,,,,
-199708.6,541.3,,,,
-199343.5,538.6666667000001,,,,
-198791.2,529.7,,,,
-198398.2,539.0,,,,
-197400.0,627.3333332999999,,,,
-196953.6,667.5,,,,
-196515.0,609.3333332999999,,,,
-196085.7,598.4,,,,
-195632.0,579.4,,,,
-195165.1,588.8,,,,
-194666.2,564.3333332999999,,,,
-194154.4,548.0,,,,
-193655.3,534.0,,,,
-193112.9,530.1,,,,
-192550.4,487.66666669999995,,,,
-191965.4,472.1,,,,
-191329.1,493.33333330000005,,,,
-190741.6,502.8,,,,
-190150.3,511.9,,,,
-189652.2,495.5,,,,
-189120.2,471.0,,,,
-188309.4,470.0,,,,
-187650.5,432.33333330000005,,,,
-187072.5,423.3,,,,
-186546.5,425.0,,,,
-185981.4,461.85,,,,
-185465.6,446.0,,,,
-184962.1,436.5,,,,
-184255.8,447.2,,,,
-183592.6,458.7,,,,
-182905.3,475.66666669999995,,,,
-182257.7,513.9,,,,
-181766.4,532.0,,,,
-180964.6,529.9,,,,
-180323.2,527.6666667,,,,
-179614.1,495.9,,,,
-179069.2,496.33333330000005,,,,
-178269.5,489.9,,,,
-177626.7,451.9,,,,
-176969.1,482.5,,,,
-176470.6,479.33333330000005,,,,
-175827.6,541.6,,,,
-175301.1,550.3333332999999,,,,
-174724.0,546.8,,,,
-174079.2,499.0,,,,
-173390.7,466.1,,,,
-172788.6,471.33333330000005,,,,
-172236.1,457.3,,,,
-171683.0,427.3,,,,
-171188.6,455.9,,,,
-170480.1,433.0,,,,
-169396.5,480.0,,,,
-168816.0,484.2,,,,
-168213.4,447.5,,,,
-167602.7,442.3,,,,
-167050.5,478.0,,,,
-166542.4,444.9,,,,
-166061.3,495.9,,,,
-165539.9,495.3,,,,
-164956.6,479.33333330000005,,,,
-164359.5,449.3,,,,
-163782.6,433.0,,,,
-163198.4,423.8,,,,
-162599.2,383.5,,,,
-162023.9,392.9,,,,
-161415.0,417.0,,,,
-160896.2,410.9,,,,
-160371.1,442.0,,,,
-159839.6,413.0,,,,
-159388.7,423.66666669999995,,,,
-158660.9,410.1,,,,
-158058.2,415.3333333,,,,
-157526.4,406.9,,,,
-157047.7,440.0,,,,
-156569.6,407.2,,,,
-156047.2,410.0,,,,
-155480.7,400.2,,,,
-154832.8,421.7,,,,
-154208.0,399.2,,,,
-153614.5,406.6666667,,,,
-153071.8,384.5,,,,
-152514.6,393.3333333,,,,
-151972.2,402.6,,,,
-151388.3,401.5,,,,
-150831.3,413.0,,,,
-150410.9,425.66666669999995,,,,
-149764.5,422.0,,,,
-149233.2,432.2,,,,
-148698.0,400.1,,,,
-148176.3,404.3333333,,,,
-147685.7,441.2,,,,
-147240.1,432.66666669999995,,,,
-146632.0,427.8,,,,
-146084.1,470.66666669999995,,,,
-145559.4,423.4,,,,
-145097.6,421.0,,,,
-144482.5,409.8,,,,
-144078.8,402.3,,,,
-143448.7,390.9,,,,
-142883.7,375.3333333,,,,
-142352.1,400.875,,,,
-141848.9,401.3333333,,,,
-141259.8,385.1,,,,
-140827.4,375.3333333,,,,
-140216.7,368.1,,,,
-139667.6,359.0,,,,
-139124.6,349.1,,,,
-138567.8,342.4,,,,
-138021.2,357.7,,,,
-137455.1,432.33333330000005,,,,
-136919.0,367.6,,,,
-136501.0,405.6666667,,,,
-135868.8,394.9,,,,
-135574.5,394.6666667,,,,
-134855.5,375.0,,,,
-134422.2,408.6666667,,,,
-133852.9,381.5,,,,
-133351.9,403.6,,,,
-132850.1,415.1,,,,
-132438.7,436.33333330000005,,,,
-132034.3,427.5,,,,
-131653.1,506.33333330000005,,,,
-131289.4,448.8,,,,
-130925.9,460.33333330000005,,,,
-130596.2,461.7,,,,
-130257.7,461.33333330000005,,,,
-129955.9,455.8,,,,
-129674.2,479.2,,,,
-129401.1,494.1,,,,
-129162.8,493.0,,,,
-128924.5,487.1,,,,
-128689.7,518.0,,,,
-128459.0,521.2,,,,
-128283.1,499.33333330000005,,,,
-128060.6,512.1,,,,
-127856.2,515.0,,,,
-127678.5,531.0,,,,
-127494.5,550.7,,,,
-127323.8,551.5,,,,
-127147.1,536.6666667,,,,
-126971.4,534.5,,,,
-126800.1,644.0,,,,
-126635.0,725.5,,,,
-126472.9,722.3333332999999,,,,
-126320.0,703.6,,,,
-126158.4,715.0,,,,
-125982.5,706.0,,,,
-125823.5,692.1,,,,
-125687.1,678.8,,,,
-125646.4,681.1,,,,
-125471.1,677.0,,,,
-125277.8,670.3,,,,
-125080.2,646.0,,,,
-124905.6,650.4,,,,
-124728.9,651.3333332999999,,,,
-124536.5,639.7,,,,
-124321.5,659.6666667000001,,,,
-124108.7,650.2,,,,
-123914.7,657.875,,,,
-123683.9,655.7,,,,
-123486.0,646.6666667000001,,,,
-123274.9,642.2,,,,
-123070.9,641.6666667000001,,,,
-122872.3,626.6,,,,
-122703.6,632.0,,,,
-122439.9,621.8,,,,
-122243.1,621.3333332999999,,,,
-122048.4,613.5,,,,
-121850.2,611.1,,,,
-121639.2,616.3,,,,
-121438.0,615.0,,,,
-121231.5,608.3,,,,
-121052.6,606.8333332999999,,,,
-120817.0,606.5,,,,
-120605.4,599.0,,,,
-120406.5,608.4,,,,
-120210.6,607.3333332999999,,,,
-119997.3,608.7,,,,
-119791.9,603.2,,,,
-119586.2,609.8,,,,
-119384.1,613.0,,,,
-119173.1,600.8,,,,
-118964.7,598.0,,,,
-118763.4,613.3,,,,
-118546.9,590.6666667000001,,,,
-118323.1,567.8,,,,
-118119.7,575.6666667000001,,,,
-117891.7,566.4,,,,
-117679.3,571.2,,,,
-117462.1,566.5,,,,
-117290.1,590.6666667000001,,,,
-117013.0,578.5,,,,
-116793.5,577.6666667000001,,,,
-116559.0,565.4,,,,
-116319.2,578.6666667000001,,,,
-116085.6,544.7,,,,
-115865.7,548.0,,,,
-115390.1,546.2,,,,
-115145.0,533.3,,,,
-114892.3,543.6666667000001,,,,
-114649.2,528.0,,,,
-114388.1,504.33333330000005,,,,
-114122.5,495.1,,,,
-113862.5,501.0,,,,
-113586.3,496.0,,,,
-113315.4,501.33333330000005,,,,
-113052.4,472.2,,,,
-112778.8,473.6,,,,
-112506.2,473.1,,,,
-111937.4,470.7,,,,
-111646.1,470.66666669999995,,,,
-111383.5,451.0,,,,
-111002.8,466.66666669999995,,,,
-110683.4,463.55,,,,
-110360.7,455.0,,,,
-110035.1,455.5,,,,
-109699.4,474.3,,,,
-109359.2,472.7,,,,
-109032.2,496.33333330000005,,,,
-108719.7,491.7,,,,
-108380.0,504.66666669999995,,,,
-108043.2,502.4,,,,
-107698.7,508.66666669999995,,,,
-107360.7,495.1,,,,
-107011.5,507.66666669999995,,,,
-106626.5,485.6,,,,
-106234.6,474.7,,,,
-105868.1,464.0,,,,
-105530.1,460.0,,,,
-105207.2,444.8,,,,
-104898.8,483.0,,,,
-104597.7,590.5,,,,
-104325.6,595.3333332999999,,,,
-104041.7,601.4,,,,
-103749.0,617.6666667000001,,,,
-103414.2,572.0,,,,
-103084.3,595.8,,,,
-102773.9,602.0,,,,
-102469.8,581.3333332999999,,,,
-102154.2,573.3,,,,
-101837.3,559.0,,,,
-101508.4,515.4,,,,
-101206.6,498.33333330000005,,,,
-100892.9,469.5,,,,
-100592.3,472.33333330000005,,,,
-100294.7,508.9,,,,
-100072.4,490.8,,,,
-99740.6,510.9,,,,
-99481.1,542.3333332999999,,,,
-99219.1,538.0,,,,
-98948.9,547.0,,,,
-98669.2,537.4,,,,
-98378.7,547.0,,,,
-98074.2,529.5,,,,
-97805.3,530.3333333,,,,
-97542.0,525.1,,,,
-97272.5,525.8,,,,
-96992.1,526.2,,,,
-96715.5,523.6666667,,,,
-96443.0,512.0,,,,
-96194.7,511.33333330000005,,,,
-95934.3,506.0,,,,
-95672.2,504.66666669999995,,,,
-95396.1,487.4,,,,
-95134.7,491.0,,,,
-94876.2,501.1,,,,
-94607.1,495.0,,,,
-94348.1,478.9,,,,
-94070.9,485.66666669999995,,,,
-93808.8,464.2,,,,
-93537.9,453.0,,,,
-93285.8,434.9,,,,
-93013.0,442.0,,,,
-92751.3,452.6,,,,
-92506.5,436.33333330000005,,,,
-92247.9,453.9,,,,
-91990.8,434.0,,,,
-91732.8,442.1,,,,
-91481.3,435.66666669999995,,,,
-90941.5,439.0,,,,
-90662.2,441.9,,,,
-90396.0,437.33333330000005,,,,
-90113.1,436.9,,,,
-89846.5,447.33333330000005,,,,
-89601.9,447.5,,,,
-89288.0,432.3,,,,
-89012.0,436.6,,,,
-88743.5,460.66666669999995,,,,
-88449.7,447.3,,,,
-88164.1,445.0,,,,
-87631.0,463.33333330000005,,,,
-87372.2,475.8,,,,
-87111.4,493.66666669999995,,,,
-86828.2,494.3,,,,
-86558.8,500.86666669999994,,,,
-86250.5,507.8,,,,
-85950.7,502.33333330000005,,,,
-85664.2,506.5,,,,
-85389.5,479.66666669999995,,,,
-85054.4,445.6,,,,
-84776.4,448.0,,,,
-84521.6,428.5,,,,
-84258.4,468.0,,,,
-83996.1,425.2,,,,
-83816.3,429.2,,,,
-83491.4,454.1,,,,
-83254.9,452.33333330000005,,,,
-82999.4,442.8,,,,
-82751.1,450.33333330000005,,,,
-82511.1,444.7,,,,
-82275.1,464.0,,,,
-82022.3,465.0,,,,
-81788.8,485.33333330000005,,,,
-81561.0,514.6,,,,
-81326.5,559.7,,,,
-81116.6,631.3,,,,
-80916.0,629.3333332999999,,,,
-80689.5,622.3,,,,
-80468.1,616.3333332999999,,,,
-80262.1,616.7,,,,
-80033.4,605.5,,,,
-79791.1,571.0,,,,
-79573.5,595.3333332999999,,,,
-79334.0,576.1,,,,
-79126.3,584.0,,,,
-78851.9,547.6,,,,
-78619.7,549.3333332999999,,,,
-78371.9,549.8,,,,
-78153.6,535.3333333,,,,
-77923.9,563.0,,,,
-77675.6,536.0,,,,
-77447.7,514.9,,,,
-77196.6,515.0,,,,
-76960.5,512.3,,,,
-76695.5,496.975,,,,
-76415.5,487.4,,,,
-76200.2,477.0,,,,
-75935.2,463.3,,,,
-75644.3,450.33333330000005,,,,
-75367.0,475.1,,,,
-75106.3,472.0,,,,
-74846.2,441.6,,,,
-74579.2,441.66666669999995,,,,
-74291.0,465.8,,,,
-74022.1,422.2,,,,
-73762.1,437.5,,,,
-73474.6,424.33333330000005,,,,
-73188.8,414.8,,,,
-72934.7,415.6666667,,,,
-72681.3,460.7,,,,
-72441.0,476.66666669999995,,,,
-72206.9,467.1,,,,
-71966.1,469.0,,,,
-71735.1,460.7,,,,
-71482.9,451.1,,,,
-71175.3,452.3,,,,
-70904.1,447.66666669999995,,,,
-70579.0,452.8,,,,
-70258.7,457.33333330000005,,,,
-69941.0,432.1,,,,
-69660.9,432.0,,,,
-69403.2,430.9,,,,
-69148.4,448.66666669999995,,,,
-68915.6,481.5,,,,
-68683.3,475.4,,,,
-68494.6,469.8,,,,
-68221.2,472.66666669999995,,,,
-67982.7,489.8,,,,
-67636.3,450.33333330000005,,,,
-67410.3,462.1,,,,
-67026.0,460.0,,,,
-66734.3,473.7,,,,
-66329.4,456.0,,,,
-66086.0,450.7,,,,
-65782.4,479.6,,,,
-65482.3,470.5,,,,
-65126.2,452.66666669999995,,,,
-64867.7,459.3,,,,
-64538.7,449.33333330000005,,,,
-64305.1,460.7,,,,
-63976.1,444.0,,,,
-63665.2,475.6,,,,
-63308.9,456.66666669999995,,,,
-63034.0,461.1,,,,
-62703.9,461.9,,,,
-62400.0,439.7,,,,
-62067.2,434.0,,,,
-61817.0,488.8,,,,
-61482.2,484.0,,,,
-61253.0,467.5,,,,
-60868.7,444.0,,,,
-60605.5,443.7,,,,
-60251.8,430.0,,,,
-60007.1,438.7,,,,
-59696.9,430.8,,,,
-59100.8,431.66666669999995,,,,
-58898.2,436.61,,,,
-58862.0,412.0,,,,
-58597.8,425.33333330000005,,,,
-58390.5,430.1,,,,
-58098.6,426.33333330000005,,,,
-57914.9,442.7,,,,
-57640.3,425.0,,,,
-57416.0,434.9,,,,
-57103.6,441.8,,,,
-56930.0,454.2,,,,
-56660.1,523.0,,,,
-56441.3,502.1,,,,
-56207.7,554.0,,,,
-56042.7,561.1,,,,
-55771.2,519.6666667,,,,
-55585.6,514.8,,,,
-55306.4,541.6666667000001,,,,
-54893.1,553.9,,,,
-54840.0,542.9,,,,
-54642.3,550.1,,,,
-54366.2,546.0,,,,
-53856.6,483.0,,,,
-53845.6,534.2,,,,
-53642.4,466.0,,,,
-53338.1,460.66666669999995,,,,
-53135.1,514.37,,,,
-52880.6,475.66666669999995,,,,
-52452.7,461.6,,,,
-52150.3,437.04,,,,
-51922.0,438.0,,,,
-51738.5,438.15,,,,
-51481.6,513.0,,,,
-51248.7,535.1,,,,
-51039.4,530.0,,,,
-50864.0,529.3,,,,
-50582.2,542.6666667000001,,,,
-50398.5,566.5,,,,
-50169.7,526.6,,,,
-49933.2,530.9,,,,
-49670.8,517.0,,,,
-49476.5,544.03,,,,
-49193.8,515.0,,,,
-48970.8,510.15,,,,
-48672.4,493.0,,,,
-48490.5,489.02,,,,
-48241.6,469.66666669999995,,,,
-47940.0,491.65,,,,
-47765.5,451.8,,,,
-47538.2,433.5,,,,
-47307.4,464.0,,,,
-46988.5,461.23,,,,
-46727.5,435.0,,,,
-46223.0,414.0,,,,
-46002.4,452.8,,,,
-45718.3,436.66666669999995,,,,
-45521.1,424.5,,,,
-45270.9,441.4,,,,
-45237.7,432.1,,,,
-45038.2,440.27,,,,
-44794.9,493.0,,,,
-44598.5,499.35,,,,
-44389.4,514.0,,,,
-44263.5,497.47,,,,
-43927.2,499.33333330000005,,,,
-43748.1,487.05,,,,
-43464.1,466.66666669999995,,,,
-43284.0,489.81,,,,
-43038.9,461.66666669999995,,,,
-42724.6,468.67,,,,
-42452.6,427.33333330000005,,,,
-42212.2,430.6,,,,
-41912.9,411.3333333,,,,
-41639.7,415.43,,,,
-41486.5,437.4,,,,
-41395.2,463.0,,,,
-41168.7,481.5,,,,
-41086.0,486.3,,,,
-40934.0,470.0,,,,
-40889.4,471.4,,,,
-40728.9,446.4,,,,
-40546.1,455.9,,,,
-40346.2,415.111879,,,,
-40212.8,416.1,,,,
-40101.3,429.04614360000005,,,,
-39976.8,413.8794188,,,,
-39736.8,458.1,,,,
-39510.9,467.2,,,,
-39419.9,464.66666669999995,,,,
-39401.0,465.1,,,,
-39315.1,461.9,,,,
-39307.1,465.3,,,,
-39273.0,457.4,,,,
-39215.6,441.68,,,,
-39159.5,433.4,,,,
-39118.5,433.9,,,,
-39107.6,419.7,,,,
-39000.9,433.3,,,,
-38909.7,422.38333330000006,,,,
-38897.8,446.9,,,,
-38853.9,426.2,,,,
-38698.6,418.5,,,,
-38685.6,413.0,,,,
-38475.0,420.1,,,,
-38420.8,429.0,,,,
-38343.5,449.9,,,,
-38268.5,440.40285980000004,,,,
-38260.5,447.5,,,,
-38212.1,442.4,,,,
-38101.8,413.5,,,,
-38080.8,422.3,,,,
-38046.9,423.8,,,,
-37857.8,410.9,,,,
-37840.6,418.7,,,,
-37804.0,418.7,,,,
-37640.9,427.0,,,,
-37422.8,443.7,,,,
-37225.6,450.1,,,,
-37069.7,441.3,,,,
-36847.4,455.1,,,,
-36471.1,440.15,,,,
-36287.2,443.0,,,,
-36095.1,526.275,,,,
-35943.3,481.0,,,,
-35898.6,539.5,,,,
-35801.2,539.0,,,,
-35725.2,546.675,,,,
-35609.0,543.9,,,,
-35574.1,556.7,,,,
-35564.5,560.4,,,,
-35456.1,580.4,,,,
-35416.6,563.275,,,,
-35348.3,571.9,,,,
-35249.9,548.2,,,,
-35237.6,536.3,,,,
-35176.9,586.7,,,,
-35038.2,534.375,,,,
-34986.9,533.6,,,,
-34662.6,523.8,,,,
-34572.2,494.45,,,,
-34423.6,468.5,,,,
-34358.1,470.8,,,,
-34154.4,441.3,,,,
-34049.7,440.3,,,,
-33942.9,440.75,,,,
-33890.7,425.2,,,,
-33814.1,425.6,,,,
-33699.7,444.0,,,,
-33539.4,420.6,,,,
-33380.3,426.9,,,,
-33288.1,491.85,,,,
-33231.1,497.7,,,,
-33110.5,514.3,,,,
-32995.5,512.5,,,,
-32954.4,519.85,,,,
-32950.6,519.2,,,,
-32718.2,489.0,,,,
-32627.5,457.0,,,,
-32580.7,447.05,,,,
-32387.2,428.0,,,,
-32234.8,430.0,,,,
-32129.2,430.075,,,,
-32095.8,420.4,,,,
-31906.6,419.0,,,,
-31859.5,415.4,,,,
-31784.6,425.9,,,,
-31737.9,478.7,,,,
-31530.2,460.9,,,,
-31298.4,444.3,,,,
-31251.8,443.3,,,,
-31198.4,439.6,,,,
-31110.0,427.65,,,,
-31076.2,423.5,,,,
-30953.8,432.0,,,,
-30863.6,414.5,,,,
-30817.7,404.0,,,,
-30694.6,404.6,,,,
-30637.6,410.4,,,,
-30464.5,409.15,,,,
-30419.9,451.9,,,,
-30303.6,430.625,,,,
-30213.0,470.8,,,,
-30119.4,457.4,,,,
-29945.2,440.9,,,,
-29842.9,421.625,,,,
-29805.9,426.5,,,,
-29453.9,412.0,,,,
-29247.6,404.425,,,,
-29024.4,391.7,,,,
-28810.6,408.475,,,,
-28668.2,409.7,,,,
-28197.8,392.375,,,,
-28029.6,399.3,,,,
-27751.0,391.0,,,,
-27368.7,367.7,,,,
-27140.9,388.3,,,,
-26813.5,443.875,,,,
-26552.0,414.0,,,,
-26335.5,402.375,,,,
-26185.6,399.0,,,,
-25945.7,381.925,,,,
-25729.9,426.3,,,,
-25553.5,406.3,,,,
-25385.9,395.85,,,,
-25123.9,386.2,,,,
-24968.0,387.0,,,,
-24681.1,396.3,,,,
-24039.6,364.125,,,,
-23874.4,355.0,,,,
-23649.1,365.0,,,,
-23379.2,369.7,,,,
-22977.4,372.475,,,,
-22771.1,388.7,,,,
-22565.5,372.7,,,,
-22349.0,360.0,,,,
-22134.1,375.1,,,,
-21938.1,398.0,,,,
-21797.4,386.475,,,,
-21522.2,389.7,,,,
-21328.7,389.75,,,,
-21179.6,390.0,,,,
-20945.0,384.65,,,,
-20767.9,407.3,,,,
-20035.6,355.3,,,,
-19836.3,357.3,,,,
-19519.5,357.0,,,,
-19267.6,353.7,,,,
-19004.1,364.8082455,,,,
-18757.8,378.3,,,,
-18518.6,366.7327831,,,,
-18515.5,383.75,,,,
-18174.3,375.3,,,,
-18013.4,373.7419869,,,,
-17742.9,351.3,,,,
-17730.0,356.3,,,,
-17529.0,377.0,,,,
-17500.7,358.0826297,,,,
-17366.5,365.7,,,,
-16940.4,378.7,,,,
-16923.3,372.74184560000003,,,,
-16568.7,371.0,,,,
-16558.0,378.336,,,,
-16540.1,370.9,,,,
-16306.2,375.3,,,,
-15973.3,371.3,,,,
-15958.7,377.2381364,,,,
-15838.8,366.3,,,,
-15592.7,383.7,,,,
-15580.8,366.152,,,,
-15555.7,375.4,,,,
-15366.4,371.3,,,,
-15124.6,388.8398486,,,,
-15095.8,395.4,,,,
-14882.5,381.3,,,,
-14876.1,408.3,,,,
-14667.1,404.1524256,,,,
-14654.3,409.2,,,,
-14480.0,404.7,,,,
-14292.5,427.3,,,,
-14263.3,423.7,,,,
-14110.3,418.7,,,,
-13920.0,473.3,,,,
-13915.1,438.4386673,,,,
-13894.1,441.2,,,,
-13605.0,456.0,,,,
-13595.2,441.3803499,,,,
-13442.8,451.7,,,,
-13266.7,451.0,,,,
-13252.6,463.0097119,,,,
-13016.2,475.7,,,,
-12919.7,469.8641496999999,,,,
-12760.9,459.3,,,,
-12604.6,468.6689331,,,,
-12596.8,469.61666669999994,,,,
-12584.5,461.0,,,,
-12361.7,476.0199447,,,,
-12339.1,464.7,,,,
-12059.8,568.8756288,,,,
-12001.0,596.8829013999999,,,,
-11991.8,578.3,,,,
-11821.4,611.7,,,,
-11696.0,630.0,,,,
-11687.3,623.2599844,,,,
-11674.6,618.6,,,,
-11547.3,613.0,,,,
-11477.9,618.7,,,,
-11468.2,624.8581951,,,,
-11406.1,628.4335,,,,
-11305.2,645.7,,,,
-11128.6,653.3,,,,
-11119.8,670.4033836,,,,
-10959.7,661.7,,,,
-10933.8,661.4955,,,,
-10797.3,646.0,,,,
-10785.5,610.4635896000001,,,,
-10654.9,643.3,,,,
-10534.8,627.0,,,,
-10526.8,650.993563,,,,
-10387.5,542.0,,,,
-10143.5,478.5904994,,,,
-10088.8,466.7,,,,
-10083.0,480.25670369999995,,,,
-9971.2,462.3,,,,
-9858.3,482.7,,,,
-9848.3,462.01601519999997,,,,
-9766.6,477.3,,,,
-9674.6,467.7,,,,
-9660.3,488.43171900000004,,,,
-9459.9,469.0,,,,
-9382.6,559.0,,,,
-9374.9,643.4884397999999,,,,
-9266.2,664.7,,,,
-9180.1,654.3,,,,
-9173.6,652.519,,,,
-9127.8,633.3,,,,
-9116.4,650.4022932,,,,
-8974.5,703.0,,,,
-8921.6,679.2116836,,,,
-8867.5,673.3,,,,
-8861.6,693.5484962999999,,,,
-8757.1,680.7,,,,
-8708.7,684.5189353999999,,,,
-8661.9,666.0,,,,
-8654.3,671.3971892999999,,,,
-8567.5,652.0,,,,
-8528.2,668.6787833999999,,,,
-8459.0,661.3,,,,
-8443.6,672.163994,,,,
-8323.5,688.0,,,,
-8302.5,682.4566083999999,,,,
-8253.7,678.0,,,,
-8241.6,694.2864599,,,,
-8147.7,698.0,,,,
-8086.2,717.0515,,,,
-8011.5,678.0,,,,
-7932.1,685.0,,,,
-7885.0,674.6233881,,,,
-7850.9,682.3,,,,
-7844.2,669.5888899,,,,
-7768.8,673.840889,,,,
-7749.5,676.3,,,,
-7689.8,693.0557213999999,,,,
-7641.6,683.3,,,,
-7636.6,688.95,,,,
-7583.0,685.4014167,,,,
-7559.5,682.3,,,,
-7509.5,675.3505458,,,,
-7441.2,676.3347122,,,,
-7361.8,673.7,,,,
-7355.0,670.9140778,,,,
-7331.4,675.0227137999999,,,,
-7257.3,663.3,,,,
-7198.8,666.430382,,,,
-7185.4,665.0,,,,
-7183.6,664.0419989,,,,
-7134.8,664.7,,,,
-7130.8,671.35,,,,
-7070.1,663.5094977000001,,,,
-7010.9,670.7,,,,
-6955.7,647.6441176,,,,
-6891.6,657.3,,,,
-6881.5,673.7165,,,,
-6821.2,657.5,,,,
-6813.9,676.1815996,,,,
-6758.1,675.4418396000001,,,,
-6697.6,659.0,,,,
-6693.9,670.74,,,,
-6599.3,657.3,,,,
-6572.8,661.5987687999999,,,,
-6502.0,653.7,,,,
-6485.4,654.1022347999999,,,,
-6427.8,659.7,,,,
-6420.7,648.0380811000001,,,,
-6381.0,664.5976184,,,,
-6323.2,649.3,,,,
-6319.4,647.1709999999999,,,,
-6251.6,659.5559579,,,,
-6221.2,640.7,,,,
-6205.2,641.85,,,,
-6158.4,640.3333332999999,,,,
-6139.3,651.0,,,,
-6117.7,623.9108336,,,,
-6115.7,632.6666667000001,,,,
-6103.0,626.4409586,,,,
-6088.6,605.7,,,,
-6062.1,632.3333332999999,,,,
-6035.4,659.97201,,,,
-6006.6,624.3,,,,
-5962.8,613.0637807999999,,,,
-5941.8,589.0,,,,
-5924.0,612.3333332999999,,,,
-5921.0,600.0956824,,,,
-5906.6,597.7,,,,
-5891.3,620.0,,,,
-5873.3,613.6666667000001,,,,
-5828.2,612.4652947000001,,,,
-5818.8,610.7,,,,
-5811.5,619.5308021000001,,,,
-5772.8,617.9202967,,,,
-5754.0,623.3333332999999,,,,
-5738.2,619.5719928,,,,
-5719.5,623.0,,,,
-5709.9,619.0693297,,,,
-5666.3,619.9539491,,,,
-5622.6,622.7,,,,
-5593.5,616.5103982,,,,
-5573.2,617.0,,,,
-5547.5,609.7,,,,
-5546.4,625.2244872,,,,
-5479.5,617.44583,,,,
-5458.4,602.4435269999999,,,,
-5455.4,611.7,,,,
-5360.4,623.1917463999999,,,,
-5338.7,601.7,,,,
-5303.2,618.226687,,,,
-5259.4,618.3,,,,
-5177.4,622.5149715,,,,
-5155.9,607.3,,,,
-5154.9,612.446,,,,
-5069.7,609.7,,,,
-5065.6,631.0443895,,,,
-5010.5,613.5436639,,,,
-4973.5,607.0,,,,
-4951.2,632.5764859,,,,
-4866.6,605.3,,,,
-4787.9,607.9864841,,,,
-4758.7,603.3,,,,
-4757.6,635.9298692000001,,,,
-4740.9,603.6,,,,
-4686.7,606.5437038,,,,
-4659.7,595.3,,,,
-4656.8,601.4185,,,,
-4648.4,599.0,,,,
-4591.8,601.6308640999999,,,,
-4552.8,601.5953347,,,,
-4502.9,616.8977808999999,,,,
-4453.6,587.7,,,,
-4434.7,587.1366406000001,,,,
-4400.2,581.0495945,,,,
-4396.3,580.0,,,,
-4391.2,577.119004,,,,
-4354.3,591.9237092999999,,,,
-4313.5,583.1917793,,,,
-4306.5,577.0,,,,
-4301.6,590.127,,,,
-4165.6,589.8184557,,,,
-4108.0,596.6476978,,,,
-4083.0,581.0,,,,
-4079.0,597.1554737,,,,
-4072.0,591.7,,,,
-4043.2,602.4646452000001,,,,
-4039.0,564.0,,,,
-3964.7,584.4424811000001,,,,
-3920.2,569.9914556,,,,
-3884.0,575.0,,,,
-3762.0,586.1507088999999,,,,
-3734.4,584.3,,,,
-3706.9,581.4602016,,,,
-3703.2,569.7,,,,
-3700.5,577.6611797,,,,
-3693.2,571.3,,,,
-3647.9,591.1240422000001,,,,
-3606.5,568.3,,,,
-3599.6,563.4806102000001,,,,
-3575.9,580.6022905,,,,
-3523.7,579.5658932,,,,
-3508.2,566.0,,,,
-3468.1,570.1361674999999,,,,
-3413.6,565.0,,,,
-3387.1,576.801097,,,,
-3322.2,564.2,,,,
-3319.5,560.745267,,,,
-3271.3,573.7062461,,,,
-3206.2,558.3,,,,
-3199.1,552.665624,,,,
-3161.5,550.596,,,,
-3117.6,563.0,,,,
-3051.6,561.0,,,,
-2918.3,567.7,,,,
-2914.4,572.6807521000001,,,,
-2899.0,569.9,,,,
-2873.0,578.5428881,,,,
-2805.3,563.3,,,,
-2789.9,569.9019999999999,,,,
-2751.3,559.6650635,,,,
-2732.8,563.0,,,,
-2674.5,559.659818,,,,
-2639.3,579.7013541,,,,
-2600.8,559.5086695,,,,
-2546.0,580.0672454,,,,
-2523.5,561.7,,,,
-2520.6,582.4490752,,,,
-2510.6,568.1,,,,
-2489.5,569.8833133999999,,,,
-2415.9,569.7,,,,
-2406.8,583.993827,,,,
-2375.4,579.021,,,,
-2359.1,567.7,,,,
-2355.3,577.3,,,,
